ÀüÃ¼ ÀÎµ¦½º,Ã¤³Î¸í,Ã¤³ÎÀÎµ¦½º,±ÛÀÎµ¦½º,´ñ±Û³»¿ë,ÁÁ¾Æ¿ä
3837,½ÉÀå¿¡¹ÚÇö¼­,340,0,È¤½Ã Èí¿¬ÀÚÀÌ½Å°¡¿ä?!,0
3838,½ÉÀå¿¡¹ÚÇö¼­,341,0,"¾î¸±Àû ²Þ? Áø·Î´Â ¹¹¿´³ª¿ä
¹æ¼ÛÀÌ¾Æ´Ñ Æò¼Ò ½ÇÁ¦¼º°ÝÀÌ ±Ã±ÝÇØ¿ë
Ãë¹Ì°¡ ±Ã±ÝÇØ¿ä",0
3839,½ÉÀå¿¡¹ÚÇö¼­,342,0,´©³ª ´Ù¸ð¸£°Ú°í ¾ÇÇÃ°°Àº°Å ½Å°æ¾²Áö¸¶¿ä ´©³ª Á¤¸» ¿¹»Ú°í ÂøÇÏ´Ï±î Èûµé°Í°°¾Æ¿ä ¤Ð Ç×»ó È­ÀÌÆÃ,0
3840,½ÉÀå¿¡¹ÚÇö¼­,343,0,Çö¼­¾ð´ÏÇÑÅ×¼­ ³ª´Â ÇâÀÌ µµ´ëÃ¼ ¹¹±æ·¡ ´Ùµé ¾Æ´Â°ÅÁÒ..?? ±Ã±ÝÇØ¿ë!!,0
3841,½ÉÀå¿¡¹ÚÇö¼­,344,0,¼ú¸¶½Ã´Â Á¦È÷´Ô vs ÁÖÁ¢ºÎ¸®´Â Àç¿­´Ô vs ºýÄ¡´Â ¾ÇÇÃ,0
3842,½ÉÀå¿¡¹ÚÇö¼­,345,0,¶²¶Ç ¾ð´Ï´Â ¿ÖÄÉ ÀÌ»Ç¿ë??¢¾¢¾,0
3843,½ÉÀå¿¡¹ÚÇö¼­,346,0,Ã¢¸ð¿Í ±âµ¿ÀÌ ¹Ù´Ù¿¡ ºüÁö¸é ´©±¸ºÎÅÍ ±¸ÇØ¿ä?,0
3844,½ÉÀå¿¡¹ÚÇö¼­,347,0,±âµ¿ÀÌÇüÀÌ¶û  ½æÅºÀûÀÖ¾î¿ä?,0
3845,½ÉÀå¿¡¹ÚÇö¼­,348,0,¾ð´Ï ´ÙÀÌ¾îÆ® ¿µ»ó µµ¿ò ¸¹ÀÌ µÆ´Âµ¥ È¤½Ã °Ç°­ÇÑ ´ÙÀÌ¾îÆ®·Î µµÀüÇÏ°í ½ÍÀ¸½Å°Å ÀÖ³ª¿ë? ±×¸®°í ¾ð´Ï º»ÆÇµµ ³Ê¹« ¿¹»Ú´Ï±î ´ÙÀÌ¾îÆ® ¹«¸®ÇØ¼­ ÇÏÁö ¸»¾Æ¿ä¤Ð¤Ð,0
3846,½ÉÀå¿¡¹ÚÇö¼­,349,0,"¾î¶»°ÔÇØ¼­ ÇÖµµ±×¿¡ µé¾î°¬°í ±Ç±âµ¿´Ô°ú´Â 
¾î¶»°Ô ¸¸³ª¼Ì¾î¿ä?",0
3847,½ÉÀå¿¡¹ÚÇö¼­,350,0,È¸»ç ¶§·ÁÄ¡°í½Í´Ù,0
3848,½ÉÀå¿¡¹ÚÇö¼­,351,0,¿©±â Áú¹® ¸ÂÁýÀÌ³× °ÅÀÇ´Ù VS´Ï±î ¹ë·±½º°ÔÀÓ °¡Áî¾Æ,0
3849,½ÉÀå¿¡¹ÚÇö¼­,352,0,Å°°¡ ¸îÀÎ°¡¿ä?,0
3850,½ÉÀå¿¡¹ÚÇö¼­,353,0,1 ÇÖµµ±× ¸»°í ÇÏ½Ã´Â ÀÏÀÌ ÀÖÀ¸½ÅÁö,0
3851,½ÉÀå¿¡¹ÚÇö¼­,354,0,Å°¸îÀÎ°¡¿ä ±âµ¿´Ôº¸´Ù Å«°Å°°¾Æ¼­¿ä,0
3852,½ÉÀå¿¡¹ÚÇö¼­,355,0,±Ç±âµ¿ vs  Á¤Àç¿­vs¿ì¼ø´Ô,0
3853,½ÉÀå¿¡¹ÚÇö¼­,356,0,"Åä¸ÀÅä¸¶Åä
Åä¸¶Åä¸ÀÅä",0
3854,½ÉÀå¿¡¹ÚÇö¼­,357,0,¿ø·¡ ÅÂ¾î³¯ ¶§ºÎÅÍ ¿¹»Ú¼Ì³ª¿ä?,0
3855,½ÉÀå¿¡¹ÚÇö¼­,358,0,Áø½ÉÀ¸·Î ±âµ¿ÀÌÇü ¾î¶²»ç¶÷ÀÌ¶ó°í »ý°¢ÇÏ½Ã³ª¿¬?,0
3856,½ÉÀå¿¡¹ÚÇö¼­,359,0,¿Ö »ì¾Æ¿ä?,0
3857,½ÉÀå¿¡¹ÚÇö¼­,360,0,±âµ¿´Ô 10´ë¶§¸®±âvsÀç¿­´Ô ¹ß³¿»õ 5ÃÊµ¿¾È ¸Ã±â,0
3858,½ÉÀå¿¡¹ÚÇö¼­,361,0,¿À¹ö¿öÄ¡vs¹èÆ²±×¶ó¿îµåvs¼­µç¾îÅÃvs±Ç±âµ¿,0
3859,½ÉÀå¿¡¹ÚÇö¼­,362,0,¾Æ...¸®¸ðÄÜÀÌ ºÐ¸í ¿©±âÀÖ¾ú´Âµ¥...¾îµð°¬À»±î¿ä?,0
3860,½ÉÀå¿¡¹ÚÇö¼­,363,0,À¯Æ©ºê¸¦ ÇÏ¸é¼­ °¡Àå Çàº¹ÇßÀ» ¶§¿Í °¡Àå Èûµé¾úÀ» ¶§´Â?? ¾ð´Ï »ç¶ûÇØ¿ä????,0
3861,½ÉÀå¿¡¹ÚÇö¼­,364,0,"Á÷¾÷ÀÌ ¹¹¿¹¿ä
±âµ¿´ÔÀÌ¶û ÁøÂ¥ »ç±Í¿ä?
»ç±¸°Å¶ó°í ÇÏ¸é ´©±¸¶û »ç±Ð°Å°£¿ä ¿ì¼ø ÇÇµð ±Ç±âµ¿ Á¤Àç¿­",0
3862,½ÉÀå¿¡¹ÚÇö¼­,365,0,¾ð´Ì~±âµ¿¿Àºü¶û ¾ðÁ¦ ¸¸³ª???,0
3863,½ÉÀå¿¡¹ÚÇö¼­,366,0,¾î·ÈÀ»¶§ Àå·¡Èñ¸Á,0
3864,½ÉÀå¿¡¹ÚÇö¼­,367,0,Çö¼­´Ô °°ÀººÐ ¸¸³¯·Á¸é ¾î¶»°Ô ÇØ¾ßÇÏ´ÂÁö,0
3865,½ÉÀå¿¡¹ÚÇö¼­,368,0,¾ð´Ï ¸î»ìÀÌ¿¹¿ä?,0
3866,½ÉÀå¿¡¹ÚÇö¼­,369,0,ÇÖµµ±× ½ºÆ©µð¿À ¸â¹ö¸¦ ÀüÈ­¹øÈ£¿¡ ¹¹¶ó°í ÀúÀå ÇØµÎ¼Ì¾î¿µ??,0
3867,½ÉÀå¿¡¹ÚÇö¼­,370,0,ÁÁ¾ÆÇÏ´Â °¡¼ö ±×·ìÀº?,0
3868,½ÉÀå¿¡¹ÚÇö¼­,371,0,Á¦Èñ´ÔÀÌ¶û ¾î¶»°Ô ¸¸³ª¼Ì¾î¿ä?,0
3869,½ÉÀå¿¡¹ÚÇö¼­,372,0,¿å ÇÏ´Â ±âµ¿vs¹ß³¿»õ ³ª´Â Àç¿­,0
3870,½ÉÀå¿¡¹ÚÇö¼­,373,0,Æò»ý ¿µ¾î¾²±âvs¿µ¾î ¾Ê¾²±â,0
3871,½ÉÀå¿¡¹ÚÇö¼­,374,0,¾ð´Ï Å° ±Ã±ÝÇØ¿ä??!,0
3872,½ÉÀå¿¡¹ÚÇö¼­,375,0,Çö¼­´ÔÀº ¿ÖÄÉ ¿¹»µ¿ä?,0
3873,½ÉÀå¿¡¹ÚÇö¼­,376,0,Å° ±Ã±ÝÇØ¿ë,0
3874,½ÉÀå¿¡¹ÚÇö¼­,377,0,±×·¡¼­ ±âµ¿´ÔÀÌ¶û ¾ðÁ¦ »ç±Í³ª¿ä,0
3875,½ÉÀå¿¡¹ÚÇö¼­,378,0,¾ð´Ï Å°¶û ¸ö¹«°Ô¶û Ç÷¾×ÇüÀÌ¿ä !! ±×¸®°í ÀÌ»óÇüµµ ¾Ë·ÁÁÖ½ê¿©,0
3876,½ÉÀå¿¡¹ÚÇö¼­,379,0,"±âµ¿´Ô ÇÏ°í 
»ç±Í¾î¿ä?",0
3877,½ÉÀå¿¡¹ÚÇö¼­,380,0,À§ÇÇ ±¤°í º»ÀÎÀÎ°¡¿ä,0
3878,½ÉÀå¿¡¹ÚÇö¼­,381,0,"²À ÇÑ¸íÀÌ¶û¸¸ ´Ù³à¾ß µÈ´Ù¸é?            
Á¦Èñvs±âµ¿vsÀç¿­vs¿ì¼øpdvs°Á È¥ÀÚ´Ù´Ï±â",0
3879,½ÉÀå¿¡¹ÚÇö¼­,382,0,"±âµ¿´ÔÀÌ °í¹éÇÏ¸é
»ç±Ï´Ù vs ¾È»ç±Ï´Ù",0
3880,½ÉÀå¿¡¹ÚÇö¼­,383,0,Ã¢¸ð¶û »ç±Í±âvs±¸µ¶ÀÚ 100¸¸,0
3881,½ÉÀå¿¡¹ÚÇö¼­,384,0,¿Ö ÀúÀÇ ½ÉÀå¿¡ ¹ÚÈ÷¼Ì³ª¿ä,0
3882,½ÉÀå¿¡¹ÚÇö¼­,385,0,±âµ¿´ÔvsÄáÆÏÀÌ,0
3883,½ÉÀå¿¡¹ÚÇö¼­,386,0,³ª2,0
3884,½ÉÀå¿¡¹ÚÇö¼­,387,0,±âµ¿ÀÌÇüÇÑÅ× ¼Ö±î ¸¶À½ÀÖ´Ù ¾ø´Ù,0
3885,½ÉÀå¿¡¹ÚÇö¼­,388,0,¶Ë¸¶·Æ½À´Ï´Ù.,0
3886,½ÉÀå¿¡¹ÚÇö¼­,389,0,³ªÀÌ°¡ ¾î¶±ÇØ µÇ½Ã´ÂÁö..? ±Ç±âµ¿°ú »ç±Ð¸¾ÀÌÀÖÀ¸½ÅÁö,0
3887,½ÉÀå¿¡¹ÚÇö¼­,390,0,¿Êµé ¼Ò°³ÇÏ´Â ¿µ»ó ÂïÀ» °èÈ¹ ¾øÀ¸½Å°¡¿ä??¤Ð,0
3888,½ÉÀå¿¡¹ÚÇö¼­,391,0,ÁøÂ¥·ç....±âµ¿´Ô Á¶¾ÆÇØ¿©..?,0
3889,½ÉÀå¿¡¹ÚÇö¼­,392,0,¸ö¹«°Ô¶û Å°¶û ¹ß»çÀÌÁî,0
3890,½ÉÀå¿¡¹ÚÇö¼­,393,0,Çö¼­´Ô Å°´Â ¸îcmÀÎ°¡¿ä?,0
3891,½ÉÀå¿¡¹ÚÇö¼­,394,0,Çü »ç¶ûÇØ,0
3892,½ÉÀå¿¡¹ÚÇö¼­,395,0,¾ð´Ï ±Ý¿¬ÀÌ´« ¾îÄÉ ‰Â°Å¿¡¿© ¹é¼ö½Å°¡¿© ¾Æ´Ô ±Ý¿¬ ¹ÂÁöÄÃ??? È°°øµµ ÇÏ½Ã´Â°Å¿¡¿ä?????¡¿999,0
3893,½ÉÀå¿¡¹ÚÇö¼­,396,0,ÇÑ¸íÀÌ¶û ²À »ç°Ü¾ß ÇÏ¸é?  ±Ç±âµ¿vsÁ¤Àç¿­vs³ª,0
3894,½ÉÀå¿¡¹ÚÇö¼­,397,0,Àúµµ ºñ½ÁÇÑ Áú¹®À¸·Î ÇÑ¸íÀÌ¶û ²À »ç°Ü¾ßÇÑ´Ù¸é? ±Ç±âµ¿vsÁ¤Àç¿­vs³ª,0
3895,½ÉÀå¿¡¹ÚÇö¼­,398,0,±âµ¿´ÔÀÌÁÁ´Ù ¸Â´Ùvs±×·¸´Ù,0
3896,½ÉÀå¿¡¹ÚÇö¼­,399,0,ÇÏ·çÁ¾ÀÏ ºñÇà±âÅ¸±â ´ë ¹èÅ¸±â,0
3897,½ÉÀå¿¡¹ÚÇö¼­,400,0,¿ø·¡ Á÷¾÷ÀÌ ¹«¾ùÀÎ°¡¿ä ??,0
3898,½ÉÀå¿¡¹ÚÇö¼­,401,0,±âµ¿´ÔÀÌ ¸¶À½¿¡ µå½Ã³ª¿µ ?? (Áú¹®),0
3899,½ÉÀå¿¡¹ÚÇö¼­,402,0,"±âµ¿´ÔÀÌ¸ÚÀÖ¾îº¸¿´´øÀÌÀÖ³ª¿ä?
ÀÖÀ¸¸é¾ðÁ¦¿ä?
²À1¸í°ú»ç±Í¾î¾ß‰Â´Ù¸é
±âµ¿´Ôvs¿ì¼ø´Ô
²À1¸í°ú»ç±Í¾î¾ß‰Â´Ù¸é
¿ì¼ø´ÔvsÄ£¿Àºü",0
3900,½ÉÀå¿¡¹ÚÇö¼­,403,0,¾ð´Ï ÇöÀç´Â Á÷¾÷ÀÌ ÇÖµµ±× Æ¼ºñ¿¡ Á÷¿øÀ¸·Î ÀÖ´Â °Ç°¡¿ä ¾Æ´Ï¸é ´Ù¸¥ ÀÏÀ» ÇÏ½Ã´Â °Ç°¡¿ä?? ³Ê¹« ±Ã±ÝÁx¾î¿ä,0
3901,½ÉÀå¿¡¹ÚÇö¼­,404,0,Á¦ÀçÄ¿ÇÃÀÇ ²Ç³É°Å¸®´Â Çàµ¿ º»Àû ÀÖ³ª¿ä,0
3902,½ÉÀå¿¡¹ÚÇö¼­,405,0,±âµ¿´Ô°ú Àç¿­´ÔÀÌ ´«°¨°íµµ Çö¼­´ÔÀÎ °ÍÀ» ¾Ë°Ô ÇÑ ³¿»õÀÇ Á¤Ã¼.,0
3903,½ÉÀå¿¡¹ÚÇö¼­,406,0,±âµ¿´ÔÀÌ¶û Àç¿­´ÔÀÌ¶û ÀçÈñ´ÔÀÌ¶û ¾î¶»°Ô ¾Æ½Ã°Ô µÇ½Å°Å¿¡¿©???,0
3904,½ÉÀå¿¡¹ÚÇö¼­,407,0,"ÇÏ³ª¸¦ ¼±ÅÃÇØ¾ßÇÑ´Ù°í ÇÏ¸é?
±Ç±âµ¿°°Àº Á¤Àç¿­ Á¤Àç¿­°°Àº ±Ç±âµ¿",0
3905,½ÉÀå¿¡¹ÚÇö¼­,408,0,¹Ì·¡ÀÇ Çö¼­´ÔÀÇ ¸ð½ÀÀ» »ó»óÇÑ´Ù¸é ¾î¶² ¸ð½ÀÀÏ °Í °°³ª¿ä?,0
3906,½ÉÀå¿¡¹ÚÇö¼­,409,0,¾ð´Ï »ç¶ûÇØ¿°????????,0
3907,½ÉÀå¿¡¹ÚÇö¼­,410,0,"1.¸¸¼ö¸£ ¹ß°¡¶ô »¡°í 10¾ï ¹Þ±â  vs ¾È »¡°í ¾ÈÀ±â
2. Ã¢¸ð¶û ¿©ÀÎ¼÷ °¡±â vs ±âµ¿ÀÌ¶û °í±Þ È£ÅÚ °¡±â
3. 100ÂÊ³Ñ´Â Ã¥ ÀÐ±â vs ±¸±¸´Ü 19´Ü ¿Ü¿ì±â",0
3908,½ÉÀå¿¡¹ÚÇö¼­,411,0,"¶²¶°´©ÀÌ ³Ê¹« ÀÌ»Ú½Åµ¥ ÀÌ»Ú½Å ÀÌÀ¯Á»¿ä...!! Å¸°í ³­°Ô ºÐ¸íÇÑ ÀÌÀ¯ °°±âµµ ÇÏ±¸¿ä ¤¾¤¾!!

p.s ¸ÅÀÏÁ¦ÈñÁß...(¾àÁÖ°í º´ÁÖ°í)",0
3909,½ÉÀå¿¡¹ÚÇö¼­,412,0,"1. ¹ÖÇÇµð´ÔÀÌ¶û ¿¬¶ôÇÏ°í Áö³»½Ã³ª¿ä ?? 
2 . ÇÖµµ±× ½ºÆ©µð¿À¿¡ µé¾î°¡°ÔµÈ°è±â !!
3 . ±Ç±âµ¿ Á¤Àç¿­ ¿ì¼øÇÇµð ¼ÂÁß¿¡ ²À »ç±Í¾î¾ß µÈ´Ù¸é !!",0
3910,½ÉÀå¿¡¹ÚÇö¼­,413,0,ÇÖµµ±×¶ó´Â È¸»ç(?)¿¡ ÀÔ»çÇÏ°Ô µÈ °è±â,0
3911,½ÉÀå¿¡¹ÚÇö¼­,414,0,¿À´ÃÀú³áÀº ¹»·Î ¸ÔÀ»±î¿ä,0
3912,½ÉÀå¿¡¹ÚÇö¼­,415,0,À¯Æ©ºê ½ÃÀÛÇÏ°Ô µÈ °è±â´Â ¹«¾ùÀÎ°¡¿ä?,0
3913,½ÉÀå¿¡¹ÚÇö¼­,416,0,±âµ¿ÀÌ Çü Á¤³»vsÀç¿­ÀÌ Çü ¹ß³¿»õ,0
3914,½ÉÀå¿¡¹ÚÇö¼­,417,0,ºÎ¸² ÁßÇÐ±³ ¿¡¿À½ÅÀû ÀÖ³ª¿ä?,0
3915,½ÉÀå¿¡¹ÚÇö¼­,418,0,³Ê¹«ÆÒÀÌ¿¡¿ä¢½¢½¢½¢½¢½¢½¢½¢½¢½,0
3916,½ÉÀå¿¡¹ÚÇö¼­,419,0,À¯Æ©ºê¸¦ ½ÃÀÛÇÏ°ÔµÈ ÀÌÀ¯¿ä!!,0
3917,½ÉÀå¿¡¹ÚÇö¼­,420,0,Çö¼­´Ô Áö±Ý ´Ù´Ï´Â ÇÐ±³°¡ ±âµ¿´ÔÀÌ¶û °°Àº °ÅÁÒ??? ¾î¶² °è±â·Î À¯Æ©¹ö ½ÃÀÛÇÏ½Ã°Ô µÈ °ÇÁö ±Ã±ÝÇØ¿ä~ ¾ÆÁ÷ Á¹¾÷ ÀüÀÌ½Å°¡¿ä!? Á¦Èñ´ÔÀº Á÷ÀåÀÎÀÎµ¥ À¯Æ©¹ö ÅõÀâ ÁßÀÌ½Å °Å °°¾Æ¼­ Çö¼­´ÔÀº À¯Æ©¹ö¸¸ ÇÏ½Ã´ÂÁö µû·Î Á÷¾÷ÀÌ³ª ºÎ¾÷ÀÌ ÀÖÀ¸½ÅÁö ±Ã±ÝÇØ¿ä¤¾¤¾,0
3918,½ÉÀå¿¡¹ÚÇö¼­,421,0,±âµ¿ÀÌ¶û »ç±Í±âvs»çÀå³ðÀÌ¶û »ç±Í±â,0
3919,½ÉÀå¿¡¹ÚÇö¼­,422,0,¿µ»ó ¾ðÁ¦ ³¡³ª¿ä?,0
3920,½ÉÀå¿¡¹ÚÇö¼­,423,0,È¤½Ã ±Þ¿¬¹ÂÁ÷ÄÃ ÇÒ¶§ ÀúÈñ ÇÐ±³ ¿À¼Ì¾î¿ä?(µÐÆ÷ÃÊ?),0
3921,½ÉÀå¿¡¹ÚÇö¼­,424,0,Ä«¸Þ¶ó.ÆíÁý¾Û¹«¾ùÀÔ´Ï±î??,0
3922,½ÉÀå¿¡¹ÚÇö¼­,425,0,¿ÀÆÒ¹«?,0
3923,½ÉÀå¿¡¹ÚÇö¼­,426,0,±Ç±âµ¿ÀÌ¶û »ç±Í±â vs Á¦Èñ´ÔÀÌ¶û »ç±Í±â,0
3924,½ÉÀå¿¡¹ÚÇö¼­,427,0,±Ç±âµµ´ÔÇÑµ¥¸ÅÀÏ´çÇÏ°íÈûµçÀÏ´çÇØ¼¼º¸´Âµ¥³Ê¹«È­°¡³ª´Âµ¥¤Ð¤ÐÈû³»¼¼¿ä»ç¶ûÇØ¿ä¾ð´Ï±¸µ¶ÁÁ¾Æ¿ä¾Ë¶÷¼³Á¤±îÁö½ã½ºÀÖ½º¸ç´©·ç±â!,0
3925,½ÉÀå¿¡¹ÚÇö¼­,428,0,Á¦Èñ´ÔÀÌ¶û°«Ä¡ÀÚÃëÇÏ´Â°Ç¾î´ø°¡¿ä1,0
3926,½ÉÀå¿¡¹ÚÇö¼­,429,0,¾î´À ´ëÇÐ±³ ¹«½¼ °ú¿´´ÂÁö ±Ã±ÝÇØ¿ä! È®½ÅÀÇ ÀÎ½Î»ó ¿ï Çö¼­¿Â´Ï,0
3927,½ÉÀå¿¡¹ÚÇö¼­,430,0,Á¦Èñ´ÔÀÌ¶û ¾î¶»°Ô ¸¸³µ³ª¿ë~?!,0
3928,½ÉÀå¿¡¹ÚÇö¼­,431,0,ÀÐ¾îÁÖ¼¼¿ä. …ëƒŽ…B„¿ð¿Ä¾Ì¾ôƒæ,0
3929,½ÉÀå¿¡¹ÚÇö¼­,432,0,±¸µ¶ÀÚ 100¸¸ µÇ±â µ· 100¾ï ¹Þ±â,0
3930,½ÉÀå¿¡¹ÚÇö¼­,433,0,Á¤Àç¿­ ¹ß³¿»õ vs ±Ç±âµ¿ ¸Ó¸®³¿»õ,0
3931,½ÉÀå¿¡¹ÚÇö¼­,434,0,"1.¾ð´Ï Á÷¾÷Àº À¯Æ©¹ö ÇÏ³ªÀÎ°¡¿ä?
2.Å°´Â ¸îÀÌ¿¡¿ä?",0
3932,½ÉÀå¿¡¹ÚÇö¼­,435,0,Á¦Èñ´ÔÇÏ°í Àç¿­´Ô ÁøÂ¥ »ç±Í¾î¿ä?,0
3933,½ÉÀå¿¡¹ÚÇö¼­,436,0,"1.ÀÌ¸§ÀÇ ÇÑÀÚ ¶æ
2.Ç÷¾×Çü
3.³ªÀÌ´Â ¾Ë¾Æ¿ë
4.»ýÀÏ
5.»ç¶ûÇØ¿ë??",0
3934,½ÉÀå¿¡¹ÚÇö¼­,437,0,"°ú°Å Á÷¾÷Àº ¹¹¿¹¿ä??
¾ð´Ï Å°´Â ¸î¼¾Æ¼¿¡¿ä?
±Ç±âµ¿vsÁ¤Àç¿­
¾ð´Ï ³Ê¹« ¿¹»µ¿ä!!¾ÕÀ¸·Î ¹é¸¸µÉ¶§ ±îÁö °è¼Ó º¼°Ô¿ë¢¾",0
3935,½ÉÀå¿¡¹ÚÇö¼­,438,0,¾ð´Ï°¡ ÁÁ¾ÆÇÏ´Â »ö±ò ½È¾îÇÏ´Â »ö±ò!,0
3936,½ÉÀå¿¡¹ÚÇö¼­,439,0,¾ð´ÏÀÇ ¿ÊÀåÀ» ÆÄÇìÃÄº¸´Â ºêÀÌ·Î±×¶ó°í ÇØ¾ßÇÏ³ª ¾ð´Ï ¿ÊµéÀ» ¼Ò°³ÇØÁÖ´Â ¿µ»ó Âï¾îÁÖ½Ç ¼ö ÀÖ³ª¿ë!,0
3937,½ÉÀå¿¡¹ÚÇö¼­,440,0,"¾ð´ÏÀÇ ÃÖ¾ÖÀ½½Ä°ú
ÃÖ°í·Î ½È¾îÇÏ´Â ¶Ç´Â ¸ø¸Ô´Æ À½½ÄÀÌ ±Ã±ÝÇØ¿ë!!",0
3938,½ÉÀå¿¡¹ÚÇö¼­,441,0,¾ð´Ï ¸ö¹«°Ô 50³ÑÀ¸¸é ¾É¾Ò´ÙÀÏ¾î³µ´Ù 5¹ø¸¸ÇØÁÖ¼¼¿ä,0
3939,½ÉÀå¿¡¹ÚÇö¼­,442,0,Á¦¿­ÀÌ¶û »ì¸é ¼ú²÷±â VS ±âµ¿ÀÌ¶û »ì¸é ¼ú¸Ô±â,0
3940,½ÉÀå¿¡¹ÚÇö¼­,443,0,Å° ³ªÀÌ ¸îÀÌ¿¡¿ä,0
3941,½ÉÀå¿¡¹ÚÇö¼­,444,0,Çö¼­´Ô ¼ÖÁ÷È÷ ±âµ¿´Ô ¼ÓÀ¸·Î ¾öÃ» ÁÁ¾ÆÇÏÁÒ? ¤¾¤¾¤¾¤¾¤¾¤¾¤¾¤¾¤¾¤¾,0
3942,½ÉÀå¿¡¹ÚÇö¼­,445,0,Ç×»ó ÀÀ¿øÇÏ°í ÀÖ¾î¿ä!!!! ¾ð´Ï°¡ °¡Àå ÁÁ¾ÆÇÏ´Â ¸»Àº ¹«¾ùÀÎ°¡¿ä?? Èû³ª´Â ¸»ÀÌ³ª ¸í¾ðÀÌ³ª ±Û±Í°°Àº°Å¿ä!!!,0
3943,½ÉÀå¿¡¹ÚÇö¼­,446,0,"²À1°³¸¸ °í¶ó¾ßÇÑ´Ù¸é ´ç½ÅÀº ¹«¾ùÀ» °í¸£°Ú½À´Ï±î?
Ã¹¹øÂ°¹®Á¦:Ä¡Å²vsÇÇÀÚ
µÑ¹øÂ°¹®Á¦:¾ö¸¶vs¾Æºü
¼Â¹øÂ°¹®Á¦:ÀÚµ¿Â÷vsÁý






´äÀ» °í¸£°í ±×ÀÌÀ¯¸¦ ¾Ë·ÁÁÖ¼¼¿ä!!",0
3944,½ÉÀå¿¡¹ÚÇö¼­,447,0,¹«¼­¿ö..,0
3945,½ÉÀå¿¡¹ÚÇö¼­,448,0,"Æò»ý ¸øÇÏ°í 70³â »ì±â
VS
ÇÏ°í 10³â »ì±â",0
3946,½ÉÀå¿¡¹ÚÇö¼­,449,0,Çü´Ô 3´ë ¸î Ä¡½Ê´Ï±î,0
3947,½ÉÀå¿¡¹ÚÇö¼­,450,0,"1.ÇÖµµ±×½ºÆ©µð¿À vs ½ÉÀå¿¡¹ÚÇö¼­
2.À¯Æ©ºê¸¦ ÇÏ±âÀü ¹«½¼ ÀÏÀ»Çß³ª¿ä?",0
3948,½ÉÀå¿¡¹ÚÇö¼­,451,0,¸ñ¼Ò¸® ±Ç±âµ¿ ¾ó±¼Ã¢¸ðVS¾ó±¼ Ã¢¸ð ÀÎ¼º ±Ç±âµ¿,0
3949,½ÉÀå¿¡¹ÚÇö¼­,452,0,ÁøÂ¥ ÂðÀ¸·Î ±âµ¿ÀÌÇüÀÌ¶û »ç±Í¾î¿ä??,0
3950,½ÉÀå¿¡¹ÚÇö¼­,453,0,"¸¸¾à »ç±Í°í °áÈ¥±îÁö »ý°¢Çß´Ù¸é ¾Ö±â¸¦ °¡Áö°í °áÈ¥ÇÏ±â
vs
°áÈ¥À» ÇÏ°í ¾Ö±â °¡Áö±â",0
3951,½ÉÀå¿¡¹ÚÇö¼­,454,0,"1. À¯Åõ¹ö¸»°í ´Ù¸¥ Á÷¾÷ÀÌ ÀÖ³ª¿ä?? ÀÖ´Ù¸é ¹«¾ùÀÎ°¡¿ä??
2. Á¦Èñ´Ô°ú ¾ðÁ¦ºÎÅÍ Ä£±¸¿´³ª¿ä??
3. ¼­¿ïÅä¹ÚÀÌ ÀÎ°¡¿ä??",0
3952,½ÉÀå¿¡¹ÚÇö¼­,455,0,"hoxy ¿°»öÇÏ½Ç »ý°¢ ÀÖÀ¸½Å°¡¿ä?
¸¸¾à ÀÖ´Ù¸é ¹«½¼»öÀ¸·Î ÇÏ°í½ÍÀ¸½Å°¡¿ë??",0
3953,½ÉÀå¿¡¹ÚÇö¼­,456,0,"±Ç»çÀå(±Ç±âµ¿)´ÔÀÌ ÀßÇØÁÖ½Ç¶§ µç »ý°¢
1Á¶±Ý ¼³·¹´Âµ¥??
2ÀÌ¿ëÇØ ¸Ô¾î¾ßÁö!¤»¤»¤»¤»¤»",0
3954,½ÉÀå¿¡¹ÚÇö¼­,457,0,Ä«·¹¸À ¶Ë vs ¶Ë¸À Ä«·¹,0
3955,½ÉÀå¿¡¹ÚÇö¼­,458,0,ÁÖ·®ÀÌ ¾ó¸¸Å­µÇ¼¼¿ë ??,0
3956,½ÉÀå¿¡¹ÚÇö¼­,459,0,¼¼»ó¿¡ ±Ç±âµ¿(´Ô) Á¤Àç¿­(´Ô)¿ì¼øPD(´Ô) ¸¸ ÀÖ´Âµ¥ ²À »ç±Í°Å³ª °áÈ¥À» ÇØ¾ßÇÑ´Ù¸é ´©±¸¶û ÇÏ½Ç·¡¿ä?,0
3957,½ÉÀå¿¡¹ÚÇö¼­,460,0,°¡²ûº¸¸é ¾ËÄá´ÞÄáÇÑ ÀçÁ¦Ä¿ÇÃÀÌ ºÎ·¯¿ï¶§µµ ÀÖ´Ù,0
3958,½ÉÀå¿¡¹ÚÇö¼­,461,0,"À¯Æ©ºê¸¦ ÇÏ°Ô µÈ °è±â ?
ÀÌ¸§À» ½ÉÀå¿¡ ¹ÚÇö¼­·Î Á¤ÇÑ ÀÌÀ¯ ?
À¯Æ©ºê ÇÏ´Â °Å¿¡ ´ëÇÑ ÁÖº¯ »ç¶÷ÀÌ³ª °¡Á· ¹ÝÀÀ ?
¾ÕÀ¸·ÎÀÇ °èÈ¹ÀÌ³ª ¸ñÇ¥ ?",0
